Voter,Type,Gender,Party
v282,domestic,M,Democratic
v283,domestic,M,Republican
v284,domestic,M,Republican
v285,domestic,F,Republican
v286,domestic,F,Republican
v287,domestic,M,Republican
v288,domestic,F,Republican
v289,domestic,M,Republican
v290,domestic,M,Republican
v291,UOCAVA,F,Democratic
v292,domestic,M,Democratic
v293,domestic,F,Green
v294,UOCAVA,M,Republican
v295,domestic,F,Republican
v296,domestic,F,Democratic
v297,domestic,M,Republican
v298,domestic,M,Democratic
v299,domestic,M,Republican
v300,domestic,F,Green
v301,domestic,M,Democratic
v302,domestic,F,Republican
v303,UOCAVA,F,Republican
v304,domestic,M,Republican
v305,domestic,F,Republican
v306,UOCAVA,M,Democratic
v307,domestic,M,Republican
v308,domestic,M,Green
v309,domestic,F,Republican
v310,domestic,M,Democratic
v311,domestic,F,Democratic
v312,domestic,M,Democratic
v313,domestic,F,Democratic
v314,domestic,M,Republican
v315,domestic,F,Republican
v316,domestic,F,Republican
v317,domestic,F,Democratic
v318,domestic,F,Republican
v319,domestic,M,Republican
v320,domestic,F,Republican
v321,domestic,M,Republican
v322,domestic,M,Green
v323,UOCAVA,M,Democratic
v324,domestic,M,Republican
v325,domestic,M,Republican
v326,domestic,M,Republican
v327,domestic,M,Republican
v328,domestic,F,Republican
v329,domestic,F,Democratic
v330,domestic,F,Republican
v331,domestic,F,Democratic
v332,domestic,F,Democratic
v333,domestic,F,Democratic
v334,domestic,M,Democratic
v335,domestic,M,Democratic
v336,domestic,F,Democratic
v337,domestic,M,Republican
v338,domestic,F,Republican
v339,domestic,F,Republican
v340,domestic,F,Democratic
v341,domestic,F,Democratic
v342,UOCAVA,M,Democratic
v343,domestic,M,Democratic
v344,domestic,F,Democratic
v345,domestic,M,Republican
v346,domestic,M,Republican
v347,domestic,F,Republican
v348,domestic,F,Democratic
v349,domestic,M,Green
v350,domestic,M,Democratic
v351,domestic,M,Republican
v352,domestic,F,Democratic
v353,domestic,F,Democratic
v354,domestic,M,Green
v355,domestic,F,Democratic
v356,domestic,F,Green
v357,domestic,F,Democratic
v358,domestic,F,Republican
v359,domestic,M,Republican
v360,domestic,M,Republican
v361,domestic,M,Republican
v362,domestic,F,Republican
v363,domestic,F,Republican
v364,domestic,M,Democratic
v365,domestic,M,Republican
v366,domestic,F,Democratic
v367,domestic,M,Republican
v368,domestic,M,Green
v369,domestic,F,Republican
v370,domestic,M,Democratic
v371,domestic,F,Republican
v372,domestic,M,Democratic
v373,domestic,F,Democratic
v374,UOCAVA,M,Green
v375,domestic,F,Democratic
v376,domestic,M,Republican
v377,domestic,M,Democratic
v378,domestic,F,Green
v379,domestic,F,Republican
v380,domestic,F,Republican
v381,domestic,M,Democratic
v382,domestic,M,Green
v383,UOCAVA,F,Republican
v384,domestic,F,Republican
v385,domestic,F,Republican
v386,domestic,F,Democratic
v387,domestic,F,Republican
v388,domestic,F,Democratic
v389,domestic,M,Democratic
v390,domestic,F,Republican
v391,domestic,M,Republican
v392,domestic,M,Democratic
v393,domestic,M,Green
v394,domestic,F,Democratic
v395,domestic,F,Republican
v396,domestic,M,Democratic
v397,domestic,M,Democratic
v398,domestic,F,Democratic
v399,domestic,F,Democratic
v400,UOCAVA,M,Democratic
v401,UOCAVA,F,Democratic
v402,domestic,F,Democratic
v403,domestic,F,Republican
v404,domestic,F,Democratic
v405,domestic,F,Green
v406,domestic,F,Republican
v407,domestic,M,Democratic
v408,domestic,M,Democratic
v409,domestic,F,Democratic
v410,domestic,M,Republican
v411,domestic,F,Democratic
v412,domestic,F,Green
v413,domestic,M,Republican
v414,domestic,M,Democratic
v415,domestic,F,Republican
v416,domestic,M,Democratic
v417,domestic,F,Democratic
v418,domestic,F,Republican
v419,domestic,M,Democratic
v420,domestic,F,Republican
v421,domestic,M,Republican
v422,domestic,F,Republican
v423,domestic,F,Democratic
v424,domestic,M,Democratic
v425,domestic,M,Green
v426,domestic,F,Republican
v427,domestic,M,Republican
v428,domestic,M,Green
v429,domestic,F,Green
v430,domestic,F,Republican
v431,domestic,M,Democratic
v432,domestic,F,Democratic
v433,domestic,F,Democratic
v434,domestic,M,Democratic
v435,UOCAVA,F,Green
v436,domestic,F,Democratic
v437,domestic,F,Republican
v438,domestic,M,Republican
v439,domestic,M,Republican
v440,domestic,M,Democratic
v441,domestic,F,Republican
v442,domestic,F,Republican
v443,domestic,M,Democratic
v444,domestic,M,Green
v445,domestic,F,Republican
v446,UOCAVA,M,Republican
v447,domestic,F,Democratic
v448,UOCAVA,F,Republican
v449,UOCAVA,F,Democratic
v450,domestic,F,Democratic
v451,domestic,M,Green
v452,domestic,M,Republican
v453,domestic,F,Democratic
v454,domestic,M,Green
v455,domestic,M,Green
v456,domestic,F,Green
v457,domestic,F,Republican
v458,domestic,F,Republican
v459,domestic,F,Democratic
v460,domestic,M,Democratic
v461,domestic,F,Republican
v462,domestic,F,Democratic
v463,domestic,M,Republican
v464,domestic,F,Republican
v465,domestic,M,Republican
v466,domestic,F,Green
v467,domestic,F,Republican
v468,UOCAVA,F,Democratic
v469,domestic,F,Democratic
v470,domestic,M,Republican
v471,domestic,M,Democratic
v472,domestic,M,Democratic
v473,domestic,F,Republican
v474,domestic,F,Republican
v475,domestic,F,Green
v476,domestic,M,Republican
v477,domestic,F,Democratic
v478,domestic,M,Republican
v479,domestic,F,Democratic
v480,domestic,F,Democratic
v481,domestic,F,Republican
v482,domestic,M,Democratic
v483,domestic,M,Green
v484,domestic,F,Republican
v485,domestic,M,Democratic
v486,domestic,M,Republican
v487,domestic,F,Republican
v488,domestic,M,Republican
v489,domestic,F,Republican
v490,domestic,M,Republican
v491,domestic,F,Republican
v492,UOCAVA,M,Republican
v493,domestic,M,Democratic
v494,domestic,M,Democratic
v495,UOCAVA,M,Democratic
v496,domestic,F,Democratic
v497,domestic,F,Republican
v498,domestic,F,Republican
v499,domestic,F,Democratic
v500,domestic,M,Democratic
v501,UOCAVA,M,Democratic
v502,domestic,M,Democratic
v503,domestic,M,Republican
v504,UOCAVA,M,Democratic
v505,domestic,M,Democratic
v506,domestic,F,Green
v507,domestic,M,Democratic
v508,domestic,M,Green
v509,domestic,F,Republican
v510,domestic,F,Republican
v511,domestic,M,Republican
v512,domestic,M,Republican
v513,domestic,F,Republican
v514,domestic,F,Democratic
v515,domestic,F,Democratic
v516,domestic,F,Democratic
v517,domestic,M,Republican
v518,domestic,F,Republican
v519,domestic,F,Republican
v520,domestic,F,Democratic
v521,domestic,F,Republican
v522,domestic,F,Democratic
v523,domestic,M,Democratic
v524,domestic,F,Republican
v525,domestic,F,Republican
v526,domestic,F,Democratic
v527,domestic,M,Republican
v528,domestic,M,Democratic
v529,UOCAVA,F,Democratic
v530,domestic,F,Republican
v531,domestic,F,Democratic
v532,domestic,F,Republican
v533,UOCAVA,M,Republican
v534,domestic,M,Democratic
v535,domestic,M,Republican
v536,domestic,F,Republican
v537,domestic,F,Democratic
v538,domestic,F,Republican
v539,domestic,M,Democratic
v540,UOCAVA,F,Republican
v541,domestic,M,Democratic
v542,domestic,F,Democratic
v543,domestic,F,Republican
v544,domestic,F,Republican
v545,UOCAVA,M,Democratic
v546,domestic,F,Democratic
v547,domestic,M,Republican
v548,domestic,F,Democratic
v549,domestic,F,Democratic
v550,domestic,M,Republican
v551,domestic,M,Democratic
v552,domestic,M,Republican
v553,UOCAVA,F,Democratic
v554,domestic,M,Democratic
v555,domestic,F,Democratic
v556,domestic,M,Democratic
v557,domestic,M,Democratic
v558,domestic,F,Republican
v559,domestic,F,Democratic
v560,domestic,F,Democratic
v561,UOCAVA,F,Green
v562,domestic,M,Democratic
v563,domestic,M,Green
v564,domestic,F,Republican
v565,domestic,M,Green
v566,domestic,F,Republican
v567,UOCAVA,M,Democratic
v568,domestic,M,Republican
v569,domestic,F,Democratic
v570,domestic,F,Republican
v571,domestic,M,Democratic
v572,UOCAVA,M,Green
v573,domestic,F,Democratic
v574,domestic,M,Democratic
v575,domestic,M,Republican
v576,domestic,F,Democratic
v577,domestic,F,Republican
v578,domestic,F,Green
v579,domestic,F,Republican
v580,domestic,F,Republican
v581,UOCAVA,F,Democratic
v582,UOCAVA,F,Republican
v583,domestic,M,Green
v584,domestic,M,Republican
v585,UOCAVA,F,Democratic
v586,domestic,M,Democratic
v587,domestic,F,Democratic
v588,domestic,F,Republican
v589,domestic,M,Democratic
v590,domestic,F,Republican
v591,domestic,F,Democratic
v592,domestic,M,Republican
v593,domestic,F,Republican
v594,domestic,F,Republican
v595,domestic,F,Republican
v596,domestic,F,Republican
v597,domestic,M,Green
v598,domestic,F,Green
v599,UOCAVA,M,Democratic
v600,domestic,F,Democratic
v601,domestic,F,Democratic
v602,domestic,F,Republican
v603,UOCAVA,F,Democratic
v604,UOCAVA,M,Green
v605,UOCAVA,M,Republican
v606,UOCAVA,F,Democratic
v607,UOCAVA,M,Republican
v608,domestic,F,Republican
v609,domestic,M,Democratic
v610,UOCAVA,F,Democratic
v611,domestic,F,Republican
v612,domestic,F,Democratic
v613,domestic,M,Democratic
v614,UOCAVA,F,Democratic
v615,domestic,M,Democratic
v616,domestic,F,Republican
v617,domestic,M,Green
v618,domestic,M,Democratic
v619,domestic,F,Democratic
v620,domestic,F,Democratic
v621,domestic,F,Democratic
v622,UOCAVA,M,Republican
v623,domestic,F,Democratic
v624,UOCAVA,F,Democratic
v625,domestic,F,Democratic
v626,domestic,F,Democratic
v627,domestic,F,Democratic
v628,UOCAVA,M,Democratic
v629,domestic,M,Democratic
v630,domestic,F,Republican
v631,domestic,F,Republican
v632,domestic,F,Democratic
v633,domestic,F,Green
v634,domestic,M,Republican
v635,domestic,F,Republican
v636,domestic,M,Republican
v637,domestic,M,Democratic
v638,UOCAVA,M,Democratic
v639,domestic,M,Democratic
v640,domestic,F,Republican
v641,UOCAVA,M,Republican
v642,domestic,F,Democratic
v643,domestic,F,Democratic
v644,domestic,F,Democratic
v645,domestic,F,Republican
v646,domestic,F,Democratic
v647,UOCAVA,F,Republican
v648,domestic,F,Democratic
v649,domestic,M,Green
v650,domestic,M,Republican
v651,domestic,F,Democratic
v652,domestic,M,Democratic
v653,domestic,M,Democratic
v654,domestic,F,Democratic
v655,UOCAVA,M,Republican
v656,UOCAVA,M,Democratic
v657,domestic,F,Republican
v658,UOCAVA,F,Republican
v659,domestic,F,Democratic
v660,UOCAVA,F,Democratic
v661,domestic,M,Green
v662,domestic,F,Democratic
v663,domestic,F,Democratic
v664,domestic,M,Republican
v665,domestic,F,Democratic
v666,domestic,M,Republican
v667,domestic,F,Democratic
v668,domestic,F,Republican
v669,domestic,M,Democratic
v670,domestic,F,Republican
v671,domestic,F,Republican
v672,domestic,F,Republican
v673,UOCAVA,M,Democratic
v674,domestic,M,Democratic
v675,domestic,F,Green
v676,domestic,M,Republican
v677,domestic,M,Republican
v678,domestic,F,Republican
v679,UOCAVA,F,Republican
v680,domestic,F,Republican
v681,domestic,M,Democratic
v682,domestic,M,Democratic
v683,domestic,M,Republican
v684,domestic,F,Democratic
v685,UOCAVA,M,Democratic
v686,domestic,M,Republican
v687,domestic,M,Republican
v688,domestic,F,Democratic
v689,domestic,M,Republican
v690,domestic,F,Democratic
v691,domestic,F,Green
v692,domestic,M,Republican
v693,domestic,F,Republican
v694,domestic,F,Democratic
v695,domestic,F,Green
v696,domestic,F,Republican
v697,domestic,M,Republican
v698,domestic,F,Green
v699,domestic,M,Democratic
v700,domestic,F,Republican
v701,domestic,M,Democratic
v702,domestic,F,Democratic
v703,domestic,F,Republican
v704,UOCAVA,F,Democratic
v705,domestic,M,Democratic
v706,domestic,M,Republican
v707,domestic,F,Democratic
v708,domestic,M,Democratic
v709,domestic,M,Democratic
v710,domestic,F,Republican
v711,domestic,M,Republican
v712,domestic,F,Republican
v713,domestic,M,Democratic
v714,UOCAVA,F,Democratic
v715,domestic,F,Republican
v716,domestic,F,Republican
v717,domestic,M,Republican
v718,domestic,M,Republican
v719,domestic,M,Democratic
v720,UOCAVA,F,Democratic
v721,domestic,M,Democratic
v722,domestic,F,Democratic
v723,domestic,M,Republican
v724,domestic,F,Republican
v725,domestic,M,Republican
v726,domestic,F,Green
v727,domestic,M,Republican
v728,domestic,F,Democratic
v729,domestic,M,Democratic
v730,UOCAVA,F,Democratic
v731,domestic,F,Democratic
v732,domestic,F,Democratic
v733,domestic,M,Republican
v734,domestic,M,Republican
v735,domestic,F,Democratic
v736,domestic,F,Republican
v737,domestic,F,Democratic
v738,domestic,F,Democratic
v739,UOCAVA,M,Republican
v740,domestic,M,Republican
v741,UOCAVA,M,Democratic
v742,domestic,F,Democratic
v743,UOCAVA,F,Democratic
v744,domestic,F,Republican
v745,domestic,M,Green
v746,domestic,F,Democratic
v747,domestic,F,Democratic
v748,domestic,M,Republican
v749,domestic,M,Green
v750,domestic,F,Democratic
v751,domestic,M,Democratic
v752,domestic,M,Green
v753,domestic,F,Republican
v754,UOCAVA,M,Democratic
v755,domestic,M,Democratic
v756,domestic,F,Republican
v757,domestic,M,Republican
v758,domestic,M,Green
v759,domestic,F,Republican
v760,domestic,M,Democratic
v761,domestic,M,Republican
v762,UOCAVA,M,Democratic
v763,domestic,M,Republican
v764,domestic,F,Democratic
v765,domestic,M,Republican
v766,UOCAVA,F,Green
v767,domestic,M,Republican
v768,domestic,M,Democratic
v769,domestic,F,Republican
v770,domestic,F,Republican
v771,domestic,F,Democratic
v772,domestic,F,Republican
v773,domestic,M,Democratic
v774,domestic,F,Republican
v775,domestic,F,Democratic
v776,domestic,F,Republican
v777,domestic,F,Democratic
v778,domestic,M,Democratic
v779,domestic,M,Republican
v780,domestic,M,Republican
v781,domestic,M,Democratic
v782,domestic,M,Democratic
v783,domestic,F,Democratic
v784,domestic,F,Republican
v785,domestic,M,Republican
v786,domestic,M,Republican
v787,domestic,F,Democratic
v788,domestic,M,Democratic
v789,domestic,F,Democratic
v790,domestic,M,Republican
v791,domestic,F,Democratic
v792,domestic,F,Green
v793,UOCAVA,F,Republican
v794,UOCAVA,M,Democratic
v795,domestic,F,Democratic
v796,domestic,F,Democratic
v797,UOCAVA,M,Democratic
v798,domestic,M,Republican
v799,domestic,M,Republican
v800,domestic,M,Republican
v801,domestic,F,Republican
v802,domestic,F,Democratic
v803,domestic,M,Democratic
v804,UOCAVA,M,Green
v805,domestic,F,Republican
v806,domestic,F,Green
v807,domestic,F,Democratic
v808,UOCAVA,M,Republican
v809,domestic,F,Republican
v810,domestic,F,Green
v811,domestic,F,Democratic
v812,domestic,F,Democratic
v813,UOCAVA,F,Republican
v814,domestic,M,Green
v815,domestic,M,Republican
v816,domestic,F,Republican
v817,domestic,F,Democratic
v818,UOCAVA,F,Republican
v819,domestic,F,Republican
v820,domestic,M,Republican
v821,domestic,F,Republican
v822,domestic,M,Republican
v823,domestic,M,Democratic
v824,domestic,M,Democratic
v825,domestic,F,Republican
v826,domestic,F,Republican
v827,domestic,M,Democratic
v828,domestic,M,Green
v829,domestic,F,Democratic
v830,domestic,M,Republican
v831,domestic,F,Republican
v832,domestic,M,Democratic
v833,domestic,F,Republican
v834,domestic,F,Democratic
v835,domestic,F,Republican
v836,domestic,M,Democratic
v837,domestic,F,Democratic
v838,domestic,M,Democratic
v839,domestic,M,Democratic
v840,domestic,M,Republican
v841,domestic,M,Republican
v842,UOCAVA,F,Republican
v843,domestic,M,Democratic
v844,domestic,M,Republican
v845,domestic,F,Republican
v846,domestic,M,Democratic
v847,domestic,F,Democratic
v848,domestic,F,Republican
v849,domestic,M,Republican
v850,domestic,M,Democratic
v851,domestic,F,Democratic
v852,UOCAVA,F,Republican
v853,domestic,F,Democratic
v854,domestic,M,Green
v855,domestic,F,Republican
v856,domestic,M,Republican
v857,UOCAVA,M,Democratic
v858,domestic,M,Democratic
v859,domestic,F,Republican
v860,domestic,F,Republican
v861,domestic,M,Republican
v862,domestic,F,Democratic
v863,domestic,M,Republican
v864,domestic,M,Green
v865,UOCAVA,F,Republican
v866,domestic,F,Green
v867,domestic,F,Democratic
v868,UOCAVA,M,Green
v869,UOCAVA,F,Democratic
v870,domestic,F,Republican
v871,domestic,F,Republican
v872,domestic,F,Republican
v873,domestic,F,Republican
v874,UOCAVA,F,Republican
v875,domestic,F,Republican
v876,domestic,M,Democratic
v877,domestic,M,Republican
v878,domestic,F,Republican
v879,domestic,F,Republican
v880,domestic,F,Republican
v881,domestic,F,Democratic
v882,domestic,F,Republican
v883,domestic,F,Democratic
v884,domestic,F,Democratic
v885,domestic,M,Democratic
v886,domestic,F,Democratic
v887,domestic,F,Democratic
v888,domestic,F,Democratic
v889,domestic,M,Republican
v890,domestic,F,Republican
v891,domestic,F,Green
v892,domestic,M,Republican
v893,domestic,F,Republican
v894,UOCAVA,M,Republican
v895,domestic,F,Republican
v896,domestic,M,Republican
v897,domestic,M,Republican
v898,UOCAVA,F,Republican
v899,domestic,M,Democratic
v900,UOCAVA,F,Republican
v901,domestic,M,Republican
v902,UOCAVA,F,Republican
v903,domestic,F,Democratic
v904,domestic,F,Democratic
v905,domestic,F,Green
v906,domestic,M,Democratic
v907,domestic,M,Democratic
v908,UOCAVA,M,Democratic
v909,domestic,M,Republican
v910,domestic,F,Republican
v911,domestic,F,Democratic
v912,domestic,F,Republican
v913,domestic,F,Republican
v914,domestic,M,Democratic
v915,domestic,M,Republican
v916,domestic,F,Republican
v917,domestic,M,Democratic
v918,domestic,F,Democratic
v919,domestic,F,Republican
v920,domestic,M,Democratic
v921,domestic,M,Democratic
v922,UOCAVA,F,Republican
v923,domestic,F,Democratic
v924,domestic,M,Republican
v925,UOCAVA,M,Green
v926,domestic,M,Republican
v927,domestic,M,Democratic
v928,domestic,M,Republican
v929,domestic,M,Republican
v930,domestic,F,Republican
v931,domestic,F,Democratic
v932,domestic,F,Republican
v933,domestic,F,Republican
v934,domestic,F,Democratic
v935,domestic,M,Democratic
v936,domestic,M,Republican
v937,domestic,M,Democratic
v938,domestic,M,Green
v939,domestic,M,Republican
v940,domestic,M,Democratic
v941,domestic,F,Green
v942,UOCAVA,F,Republican
v943,domestic,M,Green
v944,domestic,F,Republican
v945,UOCAVA,F,Republican
v946,domestic,F,Green
v947,domestic,F,Green
v948,domestic,M,Democratic
v949,UOCAVA,F,Democratic
v950,UOCAVA,M,Democratic
v951,domestic,F,Democratic
v952,domestic,F,Republican
v953,domestic,M,Democratic
v954,domestic,M,Republican
v955,domestic,F,Democratic
v956,domestic,M,Republican
v957,domestic,F,Republican
v958,domestic,M,Republican
v959,domestic,M,Green
v960,domestic,F,Republican
v961,domestic,M,Republican
v962,domestic,F,Democratic
v963,domestic,M,Democratic
v964,domestic,F,Republican
v965,domestic,M,Democratic
v966,domestic,M,Republican
v967,domestic,F,Republican
v968,domestic,M,Republican
v969,domestic,M,Democratic
v970,domestic,M,Republican
v971,domestic,F,Republican
v972,UOCAVA,F,Democratic
v973,domestic,F,Democratic
v974,domestic,F,Republican
v975,domestic,M,Democratic
v976,domestic,F,Republican
v977,domestic,M,Democratic
v978,domestic,F,Democratic
v979,domestic,M,Republican
v980,UOCAVA,F,Democratic
v981,domestic,F,Democratic
v982,UOCAVA,M,Republican
v983,domestic,M,Republican
v984,domestic,F,Democratic
v985,domestic,F,Green
v986,domestic,F,Green
v987,domestic,M,Republican
v988,domestic,F,Democratic
v989,domestic,M,Republican
v990,domestic,M,Republican
v991,UOCAVA,M,Democratic
v992,UOCAVA,M,Democratic
v993,domestic,M,Republican
v994,domestic,F,Democratic
v995,domestic,F,Green
v996,domestic,M,Green
v997,domestic,F,Green
v998,domestic,F,Democratic
v999,domestic,F,Democratic
v1000,domestic,M,Democratic
v1001,domestic,M,Democratic
v1002,domestic,F,Green
v1003,domestic,M,Republican
v1004,UOCAVA,M,Green
v1005,domestic,M,Republican
v1006,domestic,F,Republican
v1007,domestic,F,Republican
v1008,domestic,F,Democratic
v1009,domestic,M,Republican
v1010,domestic,F,Democratic
v1011,domestic,M,Democratic
v1012,domestic,F,Democratic
v1013,domestic,M,Republican
v1014,UOCAVA,M,Republican
v1015,domestic,M,Green
v1016,domestic,M,Democratic
v1017,domestic,M,Republican
